concept_A,concept_B,label
snell's_law,ray_(optics),1
sound_intensity,distance,0
friction,force,1
friction,hardness,0
transmission_medium,wave,1
deformation_(engineering),plasticity_(physics),0
tangential_and_normal_components,euclidean_vector,0
magnetic_field,mass,0
force,tension_(physics),0
electron,field_line,0
light,photoelectric_effect,0
speed,magnetism,0
energy,elastic_collision,0
friction,temperature,0
torque,gravity,0
capacitor,insulator_(electricity),0
power_(physics),physics,1
electric_current,electromagnetic_radiation,0
scalar_(mathematics),distance,0
fracture,hardness,0
electromotive_force,force,1
magnetic_field,wave,0
wave,motion_(physics),0
velocity,work_(physics),0
friction,torque,0
speed,distance,1
amplitude,standing_wave,0
electromagnetic_spectrum,wave,1
physics,electromagnetic_radiation,0
speed,physics,1
coulomb's_law,coulomb,0
dielectric,electromagnetic_spectrum,0
electrostatics,energy,1
hooke's_law,deformation_(engineering),1
wave,magnet,0
energy,creep_(deformation),0
electromotive_force,magnet,1
electrostatics,work_(physics),1
speed,magnet,0
electric_field,coulomb's_law,1
frequency,hooke's_law,0
physics,electrical_conductor,0
wave,photoelectric_effect,0
electroscope,coulomb's_law,0
energy,mass,0
ray_(optics),diffraction,0
frequency,metre,0
speed,equations_of_motion,0
creep_(deformation),deformation_(engineering),1
wavelength,speed,0
motion_(physics),mechanical_energy,0
speed,projectile_motion,0
wavelength,absorption_spectroscopy,0
mass,wavelength,0
motion_(physics),projectile_motion,0
shock_wave,physics,1
energy,dispersion_(optics),0
physics,friction,0
specular_reflection,physics,1
electromagnetic_spectrum,force,1
speed,elastic_collision,0
projectile_motion,position_(vector),1
electromotive_force,electric_potential,0
mechanical_energy,displacement_(vector),1
ohm,velocity,0
sonic_boom,speed,0
gravity,gravitational_constant,0
distance,gravitational_constant,0
wave,absorption_spectroscopy,0
electromagnetic_spectrum,electromagnetic_radiation,1
force,gravity_of_earth,0
mass,kilogram,0
acceleration,free_fall,0
electromotive_force,energy,1
electron,emission_spectrum,0
electron,capacitance,0
distance,length,0
force,lever,0
displacement_(vector),acceleration,0
emission_spectrum,field_(physics),1
scalar_(mathematics),euclidean_vector,0
energy,magnet,0
magnetic_field,electromagnetic_spectrum,0
electrostatics,force,1
interference_(wave_propagation),geometrical_optics,0
amplitude,frequency,0
specular_reflection,ray_(optics),1
equations_of_motion,displacement_(vector),1
relative_velocity,physics,1
voltage,ohm,0
free_fall,normal_force,0
plane_mirror,reflection_(physics),0
physics,transverse_wave,0
work_(physics),resultant_force,0
electroscope,voltage,0
physics,dielectric,0
free_fall,euclidean_vector,1
emission_spectrum,collision,0
electromotive_force,electrical_resistance_and_conductance,0
electron,joule,0
free_fall,motion_(physics),1
wave,refracting_telescope,0
displacement_(vector),equations_of_motion,0
acceleration,physics,1
motion_(physics),distance,0
field_line,coulomb's_law,0
photoelectric_effect,electroscope,0
plasticity_(physics),elasticity_(physics),0
refraction,ray_(optics),0
force,motion_(physics),0
scattering,physics,1
refraction,wave,1
reflection_(physics),physics,1
creep_(deformation),temperature,0
hooke's_law,elasticity_(physics),1
speed,sound_intensity,0
scattering,collision,0
equations_of_motion,gravitational_field,0
work_(physics),kinetic_energy,0
physics,le_sage's_theory_of_gravitation,0
refraction,reflection_(physics),0
kinetic_energy,velocity,0
energy,field_(physics),0
electron,motion_(physics),0
speed,field_(physics),0
field_(physics),magnetic_field,0
speed,refractive_index,0
ohm,kilogram,0
physics,crest_(physics),0
frame_of_reference,motion_(physics),1
dielectric,temperature,0
hooke's_law,temperature,0
euclidean_vector,projectile_motion,0
acceleration,relative_velocity,0
euclidean_vector,motion_graphs_and_derivatives,0
physics,relative_velocity,0
electromagnetic_radiation,temperature,0
position_(vector),physical_quantity,0
fracture,magnet,0
motion_(physics),speed,0
elasticity_(physics),force,1
absorption_spectroscopy,frequency,1
gravity,acceleration,0
mass,gravitational_acceleration,0
equations_of_motion,velocity,1
electric_current,magnetic_field,0
force,magnetism,0
electric_potential_energy,displacement_(vector),1
force,gravity,0
electromagnetic_spectrum,electric_current,1
relative_velocity,distance,1
wave,emission_spectrum,0
electrical_conductor,physics,1
joule,potential_energy,0
wave,velocity,0
emission_spectrum,electron,1
force,normal_force,0
electric_current,series_and_parallel_circuits,0
ray_(optics),wavelength,0
lever,power_(physics),0
transverse_wave,wave,1
frame_of_reference,inertial_frame_of_reference,0
refraction,refracting_telescope,0
euclidean_vector,work_(physics),0
intensity_(physics),refractive_index,0
electrical_polarity,force,0
electron,scattering,0
displacement_(vector),motion_(physics),1
force,electric_current,0
refracting_telescope,virtual_image,0
distance,displacement_(vector),0
electromagnetic_radiation,physics,1
joule,kilogram,0
ray_(optics),total_internal_reflection,0
wave,snell's_law,0
inelastic_collision,kinetic_energy,1
wave,transmission_medium,0
geometrical_optics,real_image,0
acceleration,projectile_motion,0
speed,dispersion_(optics),0
light,dispersion_(optics),0
velocity,planet,0
work_(physics),power_(physics),0
mass,projectile_motion,0
electrical_conductor,insulator_(electricity),0
electric_potential_energy,electrostatics,0
friction,potential_energy,0
hardness,force,1
electric_field,absorption_spectroscopy,0
physics,refraction,0
relative_velocity,elastic_collision,0
geometrical_optics,virtual_image,0
physics,creep_(deformation),0
geometrical_optics,refractive_index,0
magnetic_field,planet,0
electromagnetic_radiation,le_sage's_theory_of_gravitation,0
newton's_law_of_universal_gravitation,energy,0
relative_velocity,speed,1
snell's_law,electromagnetic_radiation,0
reflection_(physics),wave,1
acceleration,tension_(physics),0
force,strength_of_materials,0
joule,electrostatics,0
capacitance,planet,0
magnetic_field,metre,0
snell's_law,reflection_(physics),0
voltage,hertz,0
potential_energy,velocity,0
hooke's_law,physics,1
light,transverse_wave,0
electrical_resistance_and_conductance,length,0
interference_(wave_propagation),laser,0
energy,electron,0
wave,hertz,0
euclidean_vector,field_(physics),0
projectile_motion,free_fall,0
photoelectric_effect,amplitude,0
electrostatics,position_(vector),1
shock_wave,rarefaction,0
emission_spectrum,energy,1
magnet,temperature,0
elasticity_(physics),temperature,0
wave,crest_(physics),0
capacitance,potential_energy,0
rarefaction,mass,0
collision,velocity,0
light,optical_microscope,0
force,power_(physics),0
potential_energy,gravitational_field,0
speed,position_(vector),0
physics,plasticity_(physics),0
gravity_of_earth,velocity,1
hooke's_law,kilogram,0
ray_(optics),specular_reflection,0
inertial_frame_of_reference,force,0
torque,velocity,0
friction,work_(physics),0
motion_graphs_and_derivatives,distance,1
diffraction,refractive_index,0
motion_(physics),doppler_effect,0
free_fall,velocity,1
refractive_index,electromagnetic_radiation,0
ohm,metre,0
electric_potential_energy,voltage,0
magnetic_field,electric_field,0
distance,le_sage's_theory_of_gravitation,0
dielectric,specular_reflection,0
magnetic_field,mechanical_energy,0
mechanical_energy,physics,1
physics,sound_intensity,0
mass,field_(physics),0
frequency,wavelength,0
position_(vector),mass,0
projectile_motion,physics,1
torque,power_(physics),0
electromagnetic_radiation,coulomb's_law,1
interference_(wave_propagation),kilogram,0
wave,rarefaction,0
amplitude,electric_field,0
angle_of_incidence,specular_reflection,0
electromagnetic_radiation,electric_current,1
position_(vector),displacement_(vector),0
energy,photoelectric_effect,0
gravitational_acceleration,speed,1
position_(vector),distance,0
hooke's_law,creep_(deformation),0
absorption_spectroscopy,length,0
kinetic_energy,inelastic_collision,0
velocity,gravitational_acceleration,0
inertial_frame_of_reference,elastic_collision,0
physics,frame_of_reference,0
magnet,field_line,0
hooke's_law,amplitude,0
coulomb's_law,electric_potential,0
physics,elasticity_(physics),0
ohm's_law,series_and_parallel_circuits,0
mass,mechanical_energy,0
field_line,mass,0
telescope,electromagnetic_spectrum,0
newton's_laws_of_motion,motion_(physics),1
refractive_index,optical_microscope,0
inertial_frame_of_reference,distance,1
mass,free_fall,0
electric_current,electromagnetic_spectrum,0
displacement_(vector),motion_graphs_and_derivatives,0
collision,inelastic_collision,0
motion_(physics),relative_velocity,0
electromagnetic_radiation,voltage,0
photoelectric_effect,physics,1
wave,wavelength,0
magnet,magnetism,0
temperature,force,0
acceleration,potential_energy,0
electrical_resistance_and_conductance,temperature,0
light,electromagnetic_spectrum,0
shock_wave,temperature,0
physics,potential_energy,0
refractive_index,transverse_wave,0
refractive_index,real_image,0
frequency,absorption_spectroscopy,0
field_(physics),gravitational_field,0
wave,gravitational_field,0
dielectric,insulator_(electricity),1
speed,energy,0
potential_energy,physics,1
electric_field,electromagnetic_radiation,0
contact_force,friction,0
electric_potential,displacement_(vector),1
electromagnetic_spectrum,field_(physics),1
sonic_boom,shock_wave,0
physics,photoelectric_effect,0
specular_reflection,distance,0
le_sage's_theory_of_gravitation,motion_(physics),1
capacitance,electric_charge,1
energy,distance,0
energy,gravitational_field,0
energy,refraction,0
refractive_index,dispersion_(optics),0
electric_field,energy,1
non-inertial_reference_frame,force,0
electromagnetic_spectrum,energy,1
electric_potential,electric_field,1
euclidean_vector,scalar_(mathematics),0
voltage,energy,0
coulomb's_law,electromagnetic_radiation,0
electric_field,distance,0
speed,temperature,0
distance,potential_energy,0
speed,relative_velocity,0
emission_spectrum,force,1
electromagnetic_radiation,energy_level,0
electric_potential,euclidean_vector,1
tension_(physics),potential_energy,0
le_sage's_theory_of_gravitation,planet,0
voltage,ohm's_law,0
lever,work_(physics),0
work_(physics),mechanical_energy,0
work_(physics),length,0
amplitude,geometrical_optics,0
hooke's_law,tension_(physics),0
field_line,gravitational_field,0
magnetism,voltage,0
photoelectric_effect,electromagnetic_spectrum,0
light,total_internal_reflection,0
electromagnetic_radiation,frequency,0
electrostatics,coulomb,0
electrical_conductor,capacitance,0
wavelength,standing_wave,0
force,coulomb,0
gravitational_field,force,1
wave,specular_reflection,0
gravitational_acceleration,acceleration,1
speed,doppler_effect,0
direction_(geometry),distance,0
physics,electrostatics,0
physics,magnetism,0
wavelength,emission_spectrum,0
magnetic_field,equations_of_motion,0
frequency,emission_spectrum,0
elasticity_(physics),potential_energy,0
electric_potential,potential_energy,1
le_sage's_theory_of_gravitation,temperature,0
laser,physics,0
physics,normal_force,0
electron,velocity,0
direction_(geometry),euclidean_vector,0
electric_current,insulator_(electricity),0
physics,equations_of_motion,0
acceleration,normal_force,0
strength_of_materials,physics,1
motion_(physics),electric_potential,0
work_(physics),kilogram,0
collision,elastic_collision,0
potential_energy,kinetic_energy,0
physics,newton's_laws_of_motion,0
mechanical_energy,velocity,1
capacitance,force,0
speed,mechanical_energy,0
electromotive_force,field_(physics),1
scattering,energy,0
field_line,velocity,0
physics,strength_of_materials,0
interference_(wave_propagation),length,0
fatigue_(material),strength_of_materials,0
lever,distance,0
electromagnetic_radiation,field_(physics),1
voltage,electron,0
distance,work_(physics),0
refraction,refractive_index,0
wavelength,amplitude,0
elasticity_(physics),fatigue_(material),0
coulomb's_law,force,0
potential_energy,elastic_collision,0
elastic_collision,speed,1
newton's_law_of_universal_gravitation,coulomb's_law,0
joule,voltage,0
relative_velocity,motion_(physics),1
electromagnetic_spectrum,length,0
electric_potential,mass,0
free_fall,force,1
pigment,subtractive_color,0
gravitational_field,gravity,1
strength_of_materials,fracture,1
collision,distance,0
wave,speed,0
electric_potential_energy,coulomb's_law,1
electric_potential,electron,0
mass,planet,0
electric_potential_energy,euclidean_vector,1
refractive_index,length,0
electric_potential,electric_potential_energy,1
gravity_of_earth,mass,1
dielectric,dispersion_(optics),0
acceleration,distance,1
crest_(physics),wave,1
wave,sonic_boom,0
diffraction,electron,0
displacement_(vector),euclidean_vector,1
field_line,capacitance,0
displacement_(vector),electric_potential_energy,0
stiffness,physics,1
geometrical_optics,diffraction,0
mass,coulomb,0
collision,physics,1
magnetism,energy,0
refractive_index,energy,0
shock_wave,speed,1
position_(vector),motion_graphs_and_derivatives,0
gravity,normal_force,0
equations_of_motion,speed,1
newton's_laws_of_motion,kilogram,0
dispersion_(optics),wave,1
physics,inelastic_collision,0
newton's_laws_of_motion,force,1
physics,gravitational_constant,0
plasticity_(physics),fatigue_(material),0
friction,mechanical_energy,0
motion_(physics),gravity,0
normal_force,contact_force,1
electrostatics,displacement_(vector),1
free_fall,distance,1
refractive_index,total_internal_reflection,0
voltage,potential_energy,0
wave,equations_of_motion,0
huygens–fresnel_principle,frequency,0
newton's_law_of_universal_gravitation,mass,0
snell's_law,length,0
electric_field,potential_energy,0
electron,energy,0
electromagnetic_radiation,electromagnetic_spectrum,0
acceleration,kilogram,0
physics,magnetic_field,0
motion_(physics),field_(physics),0
acceleration,gravitational_acceleration,0
acceleration,magnetic_field,0
plane_mirror,ray_(optics),0
motion_(physics),electric_potential_energy,0
hardness,stiffness,0
electron,photoelectric_effect,0
electrostatics,physics,1
gravitational_acceleration,potential_energy,0
non-inertial_reference_frame,inertial_frame_of_reference,0
light,metre,0
force,equations_of_motion,0
hertz,wavelength,0
huygens–fresnel_principle,wavelength,0
electron,magnet,0
doppler_effect,motion_(physics),1
energy,hooke's_law,0
gravity_of_earth,speed,1
friction,free_body_diagram,0
electron,inelastic_collision,0
emission_spectrum,mass,0
hardness,strength_of_materials,1
refractive_index,physics,1
dispersion_(optics),velocity,0
hooke's_law,energy,0
angle_of_incidence,plane_mirror,0
amplitude,electric_current,0
euclidean_vector,equations_of_motion,0
physics,tension_(physics),0
free_fall,speed,1
gravity_of_earth,non-inertial_reference_frame,0
force,electric_potential,0
motion_(physics),refractive_index,0
elastic_collision,potential_energy,0
voltage,electrostatics,0
magnetic_field,electrostatics,0
electron,electrical_resistance_and_conductance,0
hertz,frequency,1
displacement_(vector),mechanical_energy,0
energy,electric_field,0
wave,scattering,0
potential_energy,force,1
mass,physics,1
magnetic_field,emission_spectrum,0
speed,gravitational_field,0
mirror_image,plane_mirror,1
normal_force,friction,0
physics,sonic_boom,0
electric_field,electroscope,0
dielectric,torque,0
friction,lever,0
refraction,diffraction,0
physics,dispersion_(optics),0
equations_of_motion,gravity,0
hardness,fracture,1
electrical_resistance_and_conductance,joule,0
plane_mirror,mirror_image,0
scalar_multiplication,position_(vector),0
field_(physics),electric_field,0
ohm's_law,magnetic_field,0
energy,length,0
electromagnetic_spectrum,frequency,1
potential_energy,length,0
elastic_collision,motion_(physics),1
euclidean_vector,velocity,0
hertz,electromagnetic_radiation,0
motion_(physics),motion_graphs_and_derivatives,0
electron,electrical_polarity,0
electric_field,field_(physics),1
position_(vector),work_(physics),0
electromagnetic_radiation,absorption_spectroscopy,0
motion_(physics),potential_energy,0
interference_(wave_propagation),optical_microscope,0
light,geometrical_optics,0
potential_energy,position_(vector),1
speed,inertial_frame_of_reference,0
curved_mirror,laser,0
potential_energy,motion_(physics),1
emission_spectrum,absorption_spectroscopy,0
distance,projectile_motion,0
photoelectric_effect,length,0
photoelectric_effect,frequency,0
transverse_wave,equations_of_motion,0
acceleration,friction,0
transmission_medium,physics,1
light,specular_reflection,0
inelastic_collision,energy,1
physics,mirror_image,0
gravity_of_earth,distance,1
distance,shock_wave,0
length,hooke's_law,0
electron,optical_microscope,0
wave,potential_energy,0
rarefaction,physics,1
physics,standing_wave,0
electric_field,dielectric,0
hooke's_law,force,1
power_(physics),length,0
speed,displacement_(vector),0
reflection_(physics),light,1
laser,dispersion_(optics),0
acceleration,newton's_laws_of_motion,0
series_and_parallel_circuits,voltage,1
angle_of_incidence,refractive_index,0
coulomb's_law,electromotive_force,0
gravitational_field,normal_force,0
coulomb's_law,field_(physics),0
light,ray_(optics),0
contact_force,normal_force,0
electric_potential,energy,1
hooke's_law,electric_field,0
distance,gravitational_acceleration,0
voltage,free_fall,0
elastic_collision,velocity,1
mechanical_energy,mass,1
force,metre,0
wave,field_(physics),0
refraction,velocity,0
motion_graphs_and_derivatives,motion_(physics),1
refracting_telescope,gravity,0
sound,sonic_boom,0
lever,velocity,0
electron,collision,0
optical_microscope,wavelength,0
coulomb,electromotive_force,0
insulator_(electricity),electric_current,1
magnet,wave,0
interference_(wave_propagation),distance,0
magnetic_field,tangential_and_normal_components,0
projectile_motion,force,1
torque,force,1
wave,electric_field,0
gravitational_field,gravity_of_earth,0
friction,energy,0
joule,mass,0
electric_potential_energy,distance,1
acceleration,length,0
field_(physics),electromagnetic_radiation,0
acceleration,gravity_of_earth,0
electron,mass,0
dielectric,distance,0
electron,telescope,0
voltmeter,electroscope,0
euclidean_vector,mechanical_energy,0
electron,coulomb,0
hardness,crystallinity,0
electron,electric_current,0
euclidean_vector,physics,0
projectile_motion,acceleration,1
euclidean_vector,potential_energy,0
standing_wave,wavelength,1
gravity_of_earth,metre,0
series_and_parallel_circuits,electric_current,1
field_line,force,0
energy_level,diffraction,0
electrical_resistance_and_conductance,ohmmeter,0
speed,gravitational_acceleration,0
physics,specular_reflection,0
electromagnetic_spectrum,absorption_spectroscopy,1
work_(physics),metre,0
electrical_conductor,electric_field,0
voltage,electromagnetic_spectrum,0
deformation_(engineering),force,1
voltmeter,amplitude,0
snell's_law,refracting_telescope,0
distance,contact_force,0
mechanical_energy,energy,1
refractive_index,motion_(physics),1
voltage,equations_of_motion,0
speed,transverse_wave,0
dielectric,electric_current,1
tension_(physics),contact_force,0
euclidean_vector,displacement_(vector),0
electric_current,power_(physics),0
scattering,laser,0
magnet,mechanical_energy,0
free_fall,position_(vector),1
magnification,optical_microscope,0
wave,standing_wave,0
electromagnetic_radiation,diffraction,0
electron,physics,0
geometrical_optics,wavelength,0
intensity_(physics),electric_field,0
velocity,relative_velocity,0
plane_mirror,geometrical_optics,0
newton's_law_of_universal_gravitation,planet,0
electromagnetic_radiation,electron,1
magnetism,temperature,0
acceleration,force,1
strength_of_materials,deformation_(engineering),1
physics,force,0
crest_(physics),amplitude,0
electric_current,emission_spectrum,0
energy,work_(physics),0
hardness,plasticity_(physics),1
force,gravitational_acceleration,0
electric_potential_energy,potential_energy,1
field_(physics),electric_potential,0
standing_wave,physics,1
sound_intensity,intensity_(physics),1
relative_velocity,inertial_frame_of_reference,0
force,acceleration,0
mass,gravity,0
distance,wavelength,0
refracting_telescope,wavelength,0
le_sage's_theory_of_gravitation,distance,1
telescope,refracting_telescope,0
euclidean_vector,electric_potential,0
energy,kilogram,0
strength_of_materials,elasticity_(physics),1
gravitational_acceleration,distance,1
elastic_collision,force,1
electric_potential,field_(physics),1
photoelectric_effect,force,0
field_(physics),electromagnetic_spectrum,0
physics,acceleration,0
ohm,power_(physics),0
friction,collision,0
work_(physics),electric_potential_energy,0
physics,speed,0
sonic_boom,temperature,0
magnetic_field,refractive_index,0
dielectric,refractive_index,0
magnetic_field,force,1
field_(physics),velocity,0
gravitational_acceleration,gravitational_field,0
euclidean_vector,electric_potential_energy,0
electron,wavelength,0
magnet,compass,0
magnet,distance,0
work_(physics),displacement_(vector),1
free_fall,acceleration,1
potential_energy,electric_potential,0
work_(physics),energy,1
energy,reflection_(physics),0
potential_energy,kilogram,0
refraction,frequency,0
motion_(physics),work_(physics),0
velocity,force,0
force,electromagnetic_spectrum,0
emission_spectrum,wave,1
acceleration,sonic_boom,0
photoelectric_effect,laser,0
electron,force,0
electrical_resistance_and_conductance,series_and_parallel_circuits,0
force,free_fall,0
hooke's_law,metre,0
interference_(wave_propagation),refractive_index,0
work_(physics),electric_potential,0
gravity_of_earth,acceleration,1
virtual_image,light,1
speed,euclidean_vector,0
motion_(physics),displacement_(vector),0
electrostatics,field_(physics),1
magnetic_field,electromagnetic_radiation,0
gravitational_acceleration,velocity,1
friction,euclidean_vector,0
position_(vector),gravitational_acceleration,0
wave,shock_wave,0
electron,temperature,0
non-inertial_reference_frame,physics,1
refraction,transmission_medium,0
displacement_(vector),relative_velocity,0
transverse_wave,electromagnetic_spectrum,0
mass,force,0
hertz,musical_tone,0
refraction,wavelength,0
equations_of_motion,euclidean_vector,1
inertial_frame_of_reference,motion_(physics),1
electron,laser,0
energy,electromagnetic_spectrum,0
refraction,physics,1
le_sage's_theory_of_gravitation,physics,1
mirror_image,light,1
newton's_law_of_universal_gravitation,field_(physics),0
sound_intensity,force,1
force,friction,0
frequency,hertz,0
electric_field,electrostatics,0
hardness,physics,1
motion_(physics),physics,1
absorption_spectroscopy,wave,1
magnetic_field,electron,0
potential_energy,distance,1
torque,metre,0
crest_(physics),geometrical_optics,0
power_(physics),sound_intensity,0
ammeter,metre,0
energy_level,frequency,0
electric_potential,work_(physics),1
mass,torque,0
elastic_collision,mass,1
equations_of_motion,acceleration,1
sonic_boom,distance,0
absorption_spectroscopy,physics,1
energy,wave,0
physics,mass,0
force,electromotive_force,0
photoelectric_effect,energy,1
refractive_index,metre,0
sound_intensity,power_(physics),1
emission_spectrum,coulomb's_law,1
electric_field,electromotive_force,0
force,wave,0
force,planet,0
force,gravitational_field,0
interference_(wave_propagation),telescope,0
velocity,acceleration,0
light,virtual_image,0
acceleration,frame_of_reference,0
interference_(wave_propagation),physics,1
electrostatics,distance,1
laser,optical_microscope,0
field_(physics),electric_potential_energy,0
speed,free_fall,0
energy,velocity,0
speed,le_sage's_theory_of_gravitation,0
frame_of_reference,force,0
electron,light,0
force,intensity_(physics),0
force,field_(physics),0
gravity_of_earth,position_(vector),1
specular_reflection,plane_mirror,0
insulator_(electricity),electrostatics,0
acceleration,position_(vector),1
intensity_(physics),electromagnetic_radiation,0
electrical_resistance_and_conductance,distance,0
shock_wave,refraction,0
rarefaction,transmission_medium,0
shock_wave,distance,1
force,electric_potential_energy,0
geometrical_optics,total_internal_reflection,0
plasticity_(physics),physics,1
electric_potential_energy,work_(physics),1
electrical_resistance_and_conductance,electric_current,1
magnetic_field,field_(physics),1
pigment,light,0
force,work_(physics),0
motion_(physics),non-inertial_reference_frame,0
ray_(optics),virtual_image,0
color,pigment,0
elasticity_(physics),physics,1
sonic_boom,length,0
gravitational_constant,force,1
amplitude,dispersion_(optics),0
motion_graphs_and_derivatives,position_(vector),1
equations_of_motion,physics,1
electromagnetic_radiation,refraction,0
light,emission_spectrum,0
magnetic_field,electromotive_force,0
sound_intensity,energy,1
physics,gravity_of_earth,0
position_(vector),mechanical_energy,0
acceleration,electron,0
distance,electrostatics,0
motion_(physics),gravitational_acceleration,0
mass,normal_force,0
electromotive_force,ohm's_law,0
voltmeter,electric_potential,0
electric_potential_energy,joule,0
dispersion_(optics),wavelength,0
electric_potential,distance,1
fracture,light,0
friction,kinetic_energy,0
transverse_wave,ray_(optics),0
magnetic_field,field_line,0
frame_of_reference,physics,1
gravitational_constant,gravity,1
strength_of_materials,plasticity_(physics),1
physics,torque,0
newton's_law_of_universal_gravitation,gravity,1
photoelectric_effect,electron,1
newton's_laws_of_motion,equations_of_motion,0
motion_(physics),free_fall,0
electrical_resistance_and_conductance,voltage,1
motion_(physics),frame_of_reference,0
light,inertial_frame_of_reference,0
velocity,motion_(physics),1
fatigue_(material),physics,1
dispersion_(optics),length,0
emission_spectrum,energy_level,1
gravitational_field,field_(physics),1
force,electromagnetic_radiation,0
velocity,motion_graphs_and_derivatives,0
collision,force,1
intensity_(physics),photoelectric_effect,0
frequency,electromagnetic_spectrum,0
joule,kinetic_energy,0
power_(physics),force,1
standing_wave,interference_(wave_propagation),1
electrical_resistance_and_conductance,force,0
newton's_laws_of_motion,inertial_frame_of_reference,0
euclidean_vector,normal_force,0
displacement_(vector),gravitational_acceleration,0
friction,gravity,0
electron,coulomb's_law,0
electric_field,magnetism,0
reflection_(physics),mirror_image,0
hooke's_law,lever,0
electric_potential,kilogram,0
interference_(wave_propagation),electromagnetic_radiation,0
frame_of_reference,mass,0
energy_level,electron,0
euclidean_vector,torque,0
motion_(physics),le_sage's_theory_of_gravitation,0
telescope,mass,0
laser,diffraction,0
friction,contact_force,1
gravity_of_earth,displacement_(vector),1
refractive_index,force,0
laser,light,1
speed,newton's_law_of_universal_gravitation,0
newton's_law_of_universal_gravitation,distance,1
displacement_(vector),stiffness,0
inelastic_collision,collision,1
diffraction,physics,1
electric_field,equations_of_motion,0
inelastic_collision,friction,0
velocity,projectile_motion,0
reflection_(physics),diffraction,0
scattering,light,0
equations_of_motion,position_(vector),1
dielectric,electric_field,1
temperature,field_(physics),0
energy,le_sage's_theory_of_gravitation,0
magnet,electromagnetic_radiation,0
electric_field,emission_spectrum,0
scattering,wave,1
potential_energy,mechanical_energy,0
electrical_conductor,electromagnetic_radiation,0
position_(vector),projectile_motion,0
gravity_of_earth,potential_energy,0
friction,speed,0
wave,refraction,0
magnetic_field,transverse_wave,0
friction,dielectric,0
emission_spectrum,temperature,0
interference_(wave_propagation),wave,1
insulator_(electricity),electrical_resistance_and_conductance,0
emission_spectrum,electromagnetic_radiation,1
work_(physics),motion_(physics),1
mechanical_energy,motion_(physics),1
mass,potential_energy,0
hooke's_law,scalar_(mathematics),0
frame_of_reference,non-inertial_reference_frame,0
kinetic_energy,energy,1
elasticity_(physics),stiffness,0
doppler_effect,velocity,1
dispersion_(optics),physics,1
electrostatics,potential_energy,1
electron,wave,0
work_(physics),torque,0
hardness,energy,0
mechanical_energy,distance,1
displacement_(vector),gravity_of_earth,0
shock_wave,mass,0
snell's_law,refraction,1
magnification,reflection_(physics),0
mechanical_energy,collision,0
acceleration,inertial_frame_of_reference,0
magnetism,coulomb's_law,0
position_(vector),gravity_of_earth,0
electron,hertz,0
energy,kinetic_energy,0
magnet,kilogram,0
amplitude,interference_(wave_propagation),0
distance,snell's_law,0
sound_intensity,sound,1
amplitude,snell's_law,0
speed,normal_force,0
scalar_(mathematics),scalar_multiplication,0
deformation_(engineering),physics,1
tension_(physics),force,1
electron,angle_of_incidence,0
sonic_boom,doppler_effect,0
work_(physics),force,1
temperature,kinetic_energy,0
huygens–fresnel_principle,amplitude,1
electron,insulator_(electricity),0
newton's_law_of_universal_gravitation,gravitational_acceleration,0
interference_(wave_propagation),velocity,0
frequency,wave,0
joule,capacitance,0
electric_potential_energy,electron,0
velocity,physics,1
magnetism,compass,0
gravity,free_fall,0
angle_of_incidence,snell's_law,0
reflection_(physics),plane_mirror,0
refractive_index,electromagnetic_spectrum,0
magnet,voltage,0
euclidean_vector,distance,0
distance,inertial_frame_of_reference,0
acceleration,gravitational_field,0
elasticity_(physics),deformation_(engineering),1
wave,refractive_index,0
physics,gravitational_field,0
real_image,virtual_image,0
virtual_image,length,0
electric_potential_energy,capacitance,0
acceleration,equations_of_motion,0
refraction,temperature,0
force,magnetic_field,0
intensity_(physics),distance,0
amplitude,wave,0
position_(vector),equations_of_motion,0
physics,hooke's_law,0
laser,wavelength,0
physics,deformation_(engineering),0
acceleration,hooke's_law,0
wavelength,refractive_index,0
field_(physics),distance,0
light,snell's_law,0
electromagnetic_radiation,emission_spectrum,0
friction,length,0
elastic_collision,inertial_frame_of_reference,0
joule,force,0
velocity,free_fall,0
snell's_law,dispersion_(optics),0
joule,ohm,0
distance,newton's_law_of_universal_gravitation,0
telescope,wavelength,0
inelastic_collision,force,1
kinetic_energy,collision,0
physics,gravity,0
electric_current,equations_of_motion,0
free_fall,gravity,1
temperature,electromagnetic_spectrum,0
amplitude,equations_of_motion,0
electromagnetic_spectrum,magnet,1
refraction,total_internal_reflection,0
distance,velocity,0
displacement_(vector),length,0
photoelectric_effect,wave,0
distance,gravitational_field,0
angle_of_incidence,refraction,0
electric_current,electromotive_force,0
reflection_(physics),specular_reflection,0
acceleration,speed,1
mass,kinetic_energy,0
kinetic_energy,mass,1
electric_potential_energy,motion_(physics),1
ohm's_law,electrical_resistance_and_conductance,0
doppler_effect,distance,1
light,electromagnetic_radiation,0
electric_potential_energy,electric_field,1
torque,physics,1
hertz,electromagnetic_spectrum,0
motion_(physics),equations_of_motion,0
mass,gravitational_field,0
electric_field,euclidean_vector,0
work_(physics),distance,1
magnetic_field,euclidean_vector,0
wave,distance,0
energy,shock_wave,0
newton's_laws_of_motion,physics,1
real_image,ray_(optics),0
newton's_law_of_universal_gravitation,telescope,0
lever,force,1
distance,relative_velocity,0
gravitational_field,kilogram,0
displacement_(vector),electric_potential,0
physics,electromotive_force,0
standing_wave,energy_level,0
refractive_index,angle_of_incidence,1
